,file,flow_file,length,width,height,label
1354,/mnt/d/Datasets/hmdb51_org/eat/IamLegendII_eat_h_nm_np1_le_goo_8.avi,/mnt/d/Datasets/hmdb51_org_img/eat/IamLegendII_eat_h_nm_np1_le_goo_8.avi,106,576.0,240.0,11
1355,/mnt/d/Datasets/hmdb51_org/eat/IamLegendII_eat_u_nm_np1_fr_med_5.avi,/mnt/d/Datasets/hmdb51_org_img/eat/IamLegendII_eat_u_nm_np1_fr_med_5.avi,81,576.0,240.0,11
1356,/mnt/d/Datasets/hmdb51_org/eat/IamLegendII_eat_u_nm_np1_fr_med_6.avi,/mnt/d/Datasets/hmdb51_org_img/eat/IamLegendII_eat_u_nm_np1_fr_med_6.avi,134,576.0,240.0,11
1357,/mnt/d/Datasets/hmdb51_org/eat/IamLegend_eat_h_nm_np1_le_goo_25.avi,/mnt/d/Datasets/hmdb51_org_img/eat/IamLegend_eat_h_nm_np1_le_goo_25.avi,107,560.0,240.0,11
1358,/mnt/d/Datasets/hmdb51_org/eat/IamLegend_eat_h_nm_np1_ri_goo_26.avi,/mnt/d/Datasets/hmdb51_org_img/eat/IamLegend_eat_h_nm_np1_ri_goo_26.avi,83,560.0,240.0,11
1359,/mnt/d/Datasets/hmdb51_org/eat/IamLegend_eat_u_nm_np1_fr_med_15.avi,/mnt/d/Datasets/hmdb51_org_img/eat/IamLegend_eat_u_nm_np1_fr_med_15.avi,77,560.0,240.0,11
1360,/mnt/d/Datasets/hmdb51_org/eat/IamLegend_eat_u_nm_np1_ri_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/eat/IamLegend_eat_u_nm_np1_ri_med_2.avi,104,560.0,240.0,11
1361,/mnt/d/Datasets/hmdb51_org/eat/KUNG_FU_HUSTLE_eat_h_cm_np1_le_goo_25.avi,/mnt/d/Datasets/hmdb51_org_img/eat/KUNG_FU_HUSTLE_eat_h_cm_np1_le_goo_25.avi,103,560.0,240.0,11
1362,/mnt/d/Datasets/hmdb51_org/eat/LONGESTYARD_eat_h_cm_np1_ri_goo_23.avi,/mnt/d/Datasets/hmdb51_org_img/eat/LONGESTYARD_eat_h_cm_np1_ri_goo_23.avi,72,560.0,240.0,11
1363,/mnt/d/Datasets/hmdb51_org/eat/MeettheParents_eat_h_nm_np1_fr_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/eat/MeettheParents_eat_h_nm_np1_fr_goo_3.avi,56,416.0,240.0,11
